bioguide_id,crp_id,first_name,last_name,date_of_birth,gender,party,state,seniority,leadership_role,url,total_votes,missed_votes,missed_votes_pct,total_present,votes_with_party_pct,votes_against_party_pct
B001265,N00029901,Mark,Begich,1962-03-30,M,D,AK,5,,http://www.begich.senate.gov,657,49,7.46,0,95.72,4.28
C000286,N00002685,Saxby,Chambliss,1943-11-10,M,R,GA,11,,http://www.chambliss.senate.gov,657,77,11.72,4,87.15,12.85
C001100,N99999999,Jeffrey,Chiesa,1965-06-22,M,R,NJ,1,,,82,12,14.63,0,84.06,15.94
C000560,N00005601,Tom,Coburn,1948-03-14,M,R,OK,9,,http://www.coburn.senate.gov,657,131,19.94,0,87.79,12.21
C001099,N99999896,William,Cowan,1969-04-04,M,D,MA,1,,http://www.cowan.senate.gov,160,6,3.75,0,96.1,3.9
H001049,N00029617,Kay,Hagan,1953-05-26,F,D,NC,5,,http://www.hagan.senate.gov,657,17,2.59,0,94.84,5.16
H000206,N00004207,Tom,Harkin,1939-11-19,M,D,IA,29,,http://www.harkin.senate.gov,657,29,4.41,0,98.73,1.27
J000291,N00029444,Mike,Johanns,1950-06-18,M,R,NE,5,,http://www.johanns.senate.gov,657,38,5.78,0,92.9,7.1
J000177,N00010084,Tim,Johnson,1946-12-28,M,D,SD,17,,http://www.johnson.senate.gov,657,4,0.61,0,98.47,1.53
K000148,N00000245,John,Kerry,1943-12-11,M,D,MA,29,,,11,6,54.55,1,80.0,20.0
L000550,N00005395,Mary,Landrieu,1955-11-23,F,D,LA,17,,http://www.landrieu.senate.gov,657,72,10.96,0,94.19,5.81
L000123,N00000659,Frank,Lautenberg,1924-01-23,M,D,NJ,29,,http://www.lautenberg.senate.gov/,139,106,76.26,0,96.97,3.03
L000261,N00001691,Carl,Levin,1934-06-28,M,D,MI,35,,http://www.levin.senate.gov,657,14,2.13,1,97.98,2.02
P000590,N00013823,Mark,Pryor,1963-01-10,M,D,AR,11,,http://www.pryor.senate.gov,657,36,5.48,0,92.11,7.89
R000361,N00001685,John,Rockefeller,1937-06-18,M,D,WV,29,,http://www.rockefeller.senate.gov,657,82,12.48,0,98.43,1.57
U000038,N00008051,Mark,Udall,1950-07-18,M,D,CO,6,,http://www.markudall.senate.gov,657,37,5.63,0,98.39,1.61
W000818,N00035686,John,Walsh,1960-11-03,M,D,MT,1,,http://www.walsh.senate.gov,340,1,0.29,0,97.64,2.36
A000361,N00025464,Rodney,Alexander,1946-12-05,M,R,LA,12,,,490,12,2.45,0,92.86,6.93
A000210,N00000826,Robert,Andrews,1957-08-04,M,D,NJ,26,,http://andrews.house.gov/,703,10,1.42,1,91.39,8.47
B001256,N00027493,Michele,Bachmann,1956-04-06,F,R,MN,8,,http://bachmann.house.gov,1204,96,7.97,0,94.38,5.53
B000013,N00008091,Spencer,Bachus,1947-12-28,M,R,AL,22,,http://bachus.house.gov,1204,31,2.57,0,93.33,6.59
B001279,N00033981,Ron,Barber,1945-08-25,M,D,AZ,4,,http://barber.house.gov,1204,33,2.74,0,76.25,23.67
B001252,N00026080,John,Barrow,1955-10-31,M,D,GA,10,,http://barrow.house.gov,1204,0,0.0,0,68.43,31.49
B001280,N00033625,Kerry,Bentivolio,1951-10-06,M,R,MI,2,,http://bentivolio.house.gov,1204,6,0.5,0,91.79,8.13
B001242,N00025413,Timothy,Bishop,1950-06-01,M,D,NY,12,,http://timbishop.house.gov,1204,10,0.83,1,92.23,7.69
B001244,N00025330,Jo,Bonner,1959-11-19,M,R,AL,12,,http://bonner.house.gov/,447,33,7.38,0,92.48,7.28
B001259,N00027464,Bruce,Braley,1957-10-30,M,D,IA,8,,http://braley.house.gov,1204,34,2.82,0,91.13,8.79
B001262,N00028986,Paul,Broun,1946-12-07,M,R,GA,8,,http://broun.house.gov,1204,36,2.99,1,82.73,17.18
C000071,N00008086,Dave,Camp,1953-07-09,M,R,MI,24,,http://camp.house.gov,1204,21,1.74,0,96.26,3.65
C001064,N00027565,John,Campbell,1955-07-19,M,R,CA,10,,http://www.campbell.house.gov,1204,527,43.77,0,94.52,5.33
C001046,N00013131,Eric,Cantor,1963-06-06,M,R,VA,14,,http://cantor.house.gov/,1120,81,7.23,0,95.27,4.64
C000380,N00000133,Donna,Christensen,1945-09-19,F,D,VI,18,,http://donnachristensen.house.gov,0,0,0.0,0,0.0,
C000556,N00002247,Howard,Coble,1931-03-18,M,R,NC,30,,http://coble.house.gov,1204,175,14.53,0,96.48,3.42
D000355,N00001783,John,Dingell,1926-07-08,M,D,MI,60,,http://dingell.house.gov,1204,112,9.3,1,94.28,5.63
E000172,N00005090,Jo Ann,Emerson,1950-09-16,F,R,MO,20,,,25,13,52.0,0,90.91,0.0
E000292,N00034884,Bill,Enyart,1949-09-22,M,D,IL,2,,http://enyart.house.gov,1204,33,2.74,1,89.16,10.76
F000010,N00007632,Eni,Faleomavaega,1943-08-15,M,D,AS,26,,http://faleomavaega.house.gov,0,0,0.0,0,0.0,
G000572,N00033541,Pete,Gallego,1961-12-02,M,D,TX,2,,http://gallego.house.gov,1204,22,1.83,1,81.48,18.43
G000573,N00029908,Joe,Garcia,1963-10-12,M,D,FL,2,,http://garcia.house.gov,1204,42,3.49,1,85.33,14.58
G000549,N00025025,Jim,Gerlach,1955-02-25,M,R,PA,12,,http://gerlach.house.gov,1204,31,2.57,0,90.58,9.33
G000550,N00024760,Phil,Gingrey,1942-07-10,M,R,GA,12,,http://gingrey.house.gov,1204,129,10.71,0,94.67,5.23
G000567,N00031297,Tim,Griffin,1968-08-21,M,R,AR,4,,http://griffin.house.gov,1204,25,2.08,0,93.95,5.96
H000067,N00005645,Ralph,Hall,1923-05-03,M,R,TX,34,,http://ralphhall.house.gov,1204,89,7.39,0,94.32,5.59
H000329,N00009157,Doc,Hastings,1941-02-07,M,R,WA,20,,http://hastings.house.gov,1204,24,1.99,0,94.38,5.53
H001032,N00000860,Rush,Holt,1948-10-15,M,D,NJ,16,,http://holt.house.gov,1204,156,12.96,1,93.75,6.15
H001066,N00033638,Steven,Horsford,1973-04-29,M,D,NV,2,,http://horsford.house.gov,1204,161,13.37,1,95.45,4.45
K000220,N00002656,Jack,Kingston,1955-04-24,M,R,GA,22,,http://kingston.house.gov,1204,168,13.95,0,95.16,4.75
L000111,N00004227,Tom,Latham,1948-07-14,M,R,IA,20,,http://latham.house.gov,1204,13,1.08,0,91.32,8.6
M001171,N00027891,Dan,Maffei,1968-07-04,M,D,NY,2,,http://maffei.house.gov,1204,9,0.75,1,80.68,19.24
M001142,N00009753,Jim,Matheson,1960-03-21,M,D,UT,14,,http://matheson.house.gov,1204,14,1.16,0,60.88,39.03
M001192,N00035593,Vance,McAllister,1974-01-07,M,R,LA,2,,http://mcallister.house.gov,594,52,8.75,0,94.81,5.19
M000309,N00001148,Carolyn,McCarthy,1944-01-05,F,D,NY,18,,http://carolynmccarthy.house.gov,1204,698,57.97,1,93.84,5.96
M000485,N00002356,Mike,McIntyre,1956-08-06,M,D,NC,18,,http://mcintyre.house.gov,1204,56,4.65,1,67.6,32.31
M000508,N00006882,Howard,McKeon,1938-09-09,M,R,CA,22,,http://mckeon.house.gov,1204,52,4.32,0,93.37,6.54
M001149,N00024770,Michael,Michaud,1955-01-18,M,D,ME,12,,http://michaud.house.gov,1204,6,0.5,1,93.77,6.14
M000725,N00007390,George,Miller,1945-05-17,M,D,CA,40,,http://georgemiller.house.gov,1204,105,8.72,0,91.57,8.34
M001139,N00006954,Gary,Miller,1948-10-16,M,R,CA,16,,http://garymiller.house.gov,1204,417,34.63,0,95.92,3.95
M000933,N00002083,James,Moran,1945-05-16,M,D,VA,24,,http://moran.house.gov,1204,64,5.32,1,93.55,6.37
N000187,N00033509,Gloria,Negrete McLeod,1941-09-06,F,D,CA,2,,http://negretemcleod.house.gov,1204,184,15.28,3,93.17,6.73
O000169,N00031011,Bill,Owens,1949-01-20,M,D,NY,6,,http://owens.house.gov,1204,19,1.58,32,75.66,24.26
P000099,N00006397,Ed,Pastor,1943-06-28,M,D,AZ,24,,http://www.pastor.house.gov,1204,147,12.21,0,92.56,7.34
P000265,N00004426,Tom,Petri,1940-05-28,M,R,WI,36,,http://petri.house.gov,1204,6,0.5,0,91.79,8.13
R000596,N00034017,Trey,Radel,1976-04-20,M,R,FL,2,,http://radel.house.gov/,664,62,9.34,0,88.98,10.85
R000011,N00002198,Nick,Rahall,1949-05-20,M,D,WV,38,,http://rahall.house.gov,1204,12,1.0,0,75.47,24.45
R000572,N00009668,Mike,Rogers,1963-06-02,M,R,MI,14,,https://mikerogers.house.gov/,1204,80,6.64,0,95.08,4.83
R000594,N00031988,Jon,Runyan,1973-11-27,M,R,NJ,4,,http://runyan.house.gov,1204,72,5.98,0,89.71,10.2
S001162,N00001579,Allyson,Schwartz,1948-10-03,F,D,PA,8,,http://schwartz.house.gov,1204,217,18.02,1,96.02,3.88
S001186,N00031204,Steve,Southerland,1965-10-10,M,R,FL,4,,http://southerland.house.gov,1204,15,1.25,0,96.03,3.89
S000937,N00005918,Steve,Stockman,1956-11-14,M,R,TX,2,,http://stockman.house.gov,1204,71,5.9,1,85.58,14.34
T000459,N00005321,Lee,Terry,1962-01-29,M,R,NE,16,,http://leeterry.house.gov,1204,8,0.66,0,92.45,7.47
T000266,N00000226,John,Tierney,1951-09-18,M,D,MA,18,,http://tierney.house.gov,1204,40,3.32,1,93.43,6.49
W000207,N00002328,Melvin,Watt,1945-08-26,M,D,NC,22,,http://watt.house.gov/,641,29,4.52,1,95.03,4.8
W000215,N00001861,Henry,Waxman,1939-09-12,M,D,CA,40,,http://waxman.house.gov,1204,84,6.98,1,95.59,4.32
W000672,N00002073,Frank,Wolf,1939-01-30,M,R,VA,34,,http://wolf.house.gov,1204,24,1.99,0,91.66,8.26
Y000031,N00001817,C. W. Bill,Young,1930-12-16,M,R,FL,44,,,550,177,32.18,0,91.4,8.33
